price_t0,price_t1,price_t2,price_t3,price_t4,price_t5,price_t6,price_t7,price_t8,price_t9,crossings_05,price_early,price_mid,price_late,duration_minutes,volume,coin,label
0.51,0.52,0.575,0.575,0.38,0.205,0.055,0.0525,0.0395,0.0005,3,0.52,0.315,0.0005,240,91372.86381399995,0,0
0.505,0.595,0.43,0.295,0.34,0.37,0.315,0.22,0.225,0.54,6,0.51,0.34,0.11,240,15446.927113000003,0,1
0.505,0.525,0.36,0.355,0.24,0.13,0.06,0.0245,0.019,0.0005,1,0.625,0.155,0.0015,240,20785.828314999995,0,0
0.505,0.41,0.35,0.82,0.88,0.855,0.915,0.755,0.955,0.9995,10,0.51,0.92,0.995,240,22072.00256499999,0,1
0.505,0.465,0.595,0.53,0.31,0.46,0.46,0.275,0.59,0.96,22,0.505,0.455,0.84,240,18080.247728,0,1
0.51,0.595,0.53,0.57,0.225,0.15,0.07,0.018,0.0055,0.0005,1,0.71,0.155,0.0015,240,28352.069509000004,0,0
0.505,0.435,0.385,0.27,0.165,0.105,0.065,0.0165,0.004,0.0005,3,0.395,0.11,0.003,240,37966.47885499999,0,0
0.485,0.305,0.37,0.525,0.745,0.565,0.63,0.375,0.84,0.9995,7,0.565,0.635,0.965,240,11045.033716,0,1
0.485,0.595,0.665,0.55,0.31,0.16,0.44,0.565,0.79,0.885,11,0.56,0.315,0.82,240,18110.965036999994,0,1
0.505,0.485,0.72,0.715,0.815,0.895,0.91,0.95,0.96,0.9995,6,0.49,0.825,0.963,240,16620.364427999997,0,1
0.55,0.585,0.585,0.87,0.905,0.945,0.982,0.9945,0.9985,0.9995,0,0.58,0.925,0.999,240,14101.665755,0,1
0.495,0.575,0.785,0.89,0.795,0.875,0.865,0.935,0.951,0.9995,5,0.445,0.795,0.991,240,34524.874078,0,1
0.505,0.595,0.705,0.565,0.53,0.545,0.305,0.31,0.41,0.0005,3,0.565,0.62,0.03,240,24267.845548999994,0,0
0.5,0.23,0.385,0.205,0.095,0.075,0.065,0.135,0.0135,0.0005,3,0.325,0.115,0.002,240,22021.196211,0,0
0.505,0.435,0.685,0.455,0.685,0.735,0.805,0.885,0.991,0.9995,10,0.625,0.71,0.9985,240,23567.531546,0,1
0.505,0.44,0.535,0.72,0.76,0.605,0.365,0.805,0.915,0.9995,8,0.595,0.795,0.992,240,26791.784561000008,0,1
0.515,0.615,0.73,0.6,0.305,0.205,0.07,0.03,0.002,0.0005,1,0.6,0.275,0.0005,240,60760.144522000024,0,0
0.44,0.425,0.395,0.335,0.33,0.15,0.14,0.045,0.03,0.9995,3,0.495,0.29,0.928,240,25851.52782499999,0,1
0.57,0.41,0.555,0.565,0.46,0.39,0.23,0.555,0.715,0.995,20,0.555,0.505,0.725,240,18850.038413000002,0,1
0.505,0.625,0.495,0.325,0.49,0.715,0.685,0.895,0.9575,0.9995,14,0.515,0.555,0.998,240,25693.740923000005,0,1
0.465,0.52,0.52,0.275,0.29,0.12,0.085,0.045,0.0065,0.0005,8,0.585,0.23,0.0055,240,21573.006027999996,0,0
0.505,0.335,0.355,0.395,0.365,0.92,0.93,0.92,0.885,0.9995,2,0.475,0.695,0.995,240,10617.68718,0,1
0.565,0.685,0.765,0.8,0.805,0.86,0.75,0.725,0.96,0.9995,2,0.505,0.725,0.985,240,8840.843826000002,0,1
0.51,0.63,0.435,0.595,0.595,0.42,0.47,0.535,0.73,0.86,24,0.485,0.44,0.755,240,11570.933140000003,0,1
0.57,0.38,0.56,0.365,0.265,0.265,0.675,0.755,0.895,0.9995,8,0.525,0.355,0.98,240,31520.763753000017,0,1
0.565,0.57,0.565,0.235,0.355,0.235,0.215,0.105,0.08,0.0075,3,0.62,0.315,0.045,240,33740.42948999999,0,0
0.51,0.55,0.37,0.45,0.48,0.34,0.225,0.08,0.0145,0.0005,3,0.525,0.435,0.004,240,38867.530981000025,0,0
0.535,0.615,0.615,0.635,0.795,0.89,0.705,0.465,0.52,0.615,12,0.545,0.835,0.32,240,32266.091257000007,0,0
0.5,0.415,0.38,0.185,0.055,0.0275,0.0055,0.0065,0.0005,0.0005,1,0.465,0.0255,0.0005,240,77335.31488200004,0,0
0.5,0.305,0.27,0.195,0.14,0.215,0.1,0.235,0.08,0.0005,1,0.395,0.145,0.045,240,12478.408752000001,0,0
0.5,0.395,0.32,0.27,0.095,0.045,0.0615,0.038,0.122,0.0005,5,0.505,0.065,0.026,240,24199.45628500002,0,0
0.5,0.655,0.405,0.57,0.75,0.855,0.745,0.88,0.69,0.97,2,0.645,0.81,0.87,240,25797.764698000017,0,1
0.505,0.615,0.765,0.77,0.84,0.86,0.975,0.996,0.9995,0.9995,0,0.595,0.76,0.9995,240,16595.692661999998,0,1
0.5,0.505,0.59,0.585,0.345,0.385,0.275,0.145,0.006,0.0005,7,0.6,0.355,0.001,240,34873.810055,0,0
0.505,0.765,0.865,0.885,0.9665,0.983,0.9865,0.995,0.9985,0.9995,2,0.67,0.9655,0.9995,240,37269.920321,0,1
0.585,0.635,0.755,0.845,0.925,0.9695,0.9885,0.9845,0.9935,0.9995,2,0.505,0.955,0.9995,240,71102.171547,0,1
0.55,0.38,0.345,0.365,0.105,0.08,0.055,0.0205,0.0005,0.0005,1,0.505,0.095,0.0005,240,58982.86619000001,0,0
0.485,0.625,0.725,0.765,0.81,0.69,0.29,0.035,0.0065,0.0005,6,0.495,0.855,0.0015,240,17842.63921000001,0,0
0.5,0.425,0.44,0.285,0.18,0.185,0.2,0.06,0.0075,0.0005,3,0.395,0.135,0.0035,240,24941.712144999994,0,0
0.555,0.465,0.2,0.54,0.69,0.73,0.91,0.955,0.993,0.9995,12,0.495,0.72,0.998,240,32807.77406099999,0,1
0.505,0.525,0.615,0.465,0.565,0.38,0.44,0.175,0.0225,0.0005,13,0.535,0.24,0.006,240,19144.710117000017,0,0
0.555,0.525,0.61,0.395,0.615,0.42,0.27,0.085,0.0655,0.0015,7,0.545,0.48,0.055,240,17631.896246000008,0,0
0.58,0.665,0.745,0.745,0.79,0.825,0.685,0.19,0.37,0.0005,9,0.465,0.79,0.025,240,23314.522810999984,0,0
0.5,0.76,0.63,0.63,0.915,0.925,0.935,0.905,0.9675,0.9995,6,0.69,0.87,0.996,240,51547.68631700001,0,1
0.5,0.555,0.415,0.565,0.425,0.42,0.14,0.11,0.74,0.9995,10,0.425,0.4,0.595,240,31128.780773000006,0,1
0.5,0.535,0.615,0.745,0.765,0.865,0.91,0.935,0.9825,0.9995,6,0.455,0.805,0.9975,240,51415.40490400002,0,1
0.505,0.56,0.605,0.74,0.585,0.815,0.85,0.465,0.51,0.375,19,0.465,0.66,0.57,240,38737.701091,0,1
0.485,0.325,0.385,0.415,0.43,0.505,0.335,0.13,0.625,0.705,29,0.57,0.57,0.455,240,24883.584825000024,0,1
0.52,0.595,0.665,0.69,0.765,0.785,0.81,0.9,0.93,0.9995,2,0.535,0.775,0.997,240,24418.235735000002,0,1
0.445,0.715,0.69,0.735,0.565,0.585,0.67,0.865,0.78,0.9945,9,0.57,0.665,0.955,240,29176.085612999992,0,1
0.505,0.535,0.475,0.5,0.395,0.315,0.305,0.405,0.5,0.06,23,0.475,0.295,0.685,240,28855.882646000013,0,0
0.45,0.7,0.635,0.79,0.865,0.855,0.95,0.9655,0.9665,0.9995,5,0.595,0.865,0.9935,240,24342.900345000005,0,1
0.51,0.59,0.625,0.595,0.56,0.695,0.325,0.36,0.835,0.9995,18,0.445,0.625,0.955,240,26018.422152000006,0,1
0.54,0.74,0.815,0.56,0.54,0.435,0.66,0.665,0.955,0.9985,12,0.695,0.53,0.989,240,25105.097771000004,0,1
0.495,0.675,0.58,0.57,0.68,0.52,0.18,0.085,0.065,0.0005,12,0.745,0.48,0.008,240,22967.946778000016,0,0
0.54,0.365,0.23,0.39,0.525,0.58,0.59,0.305,0.385,0.225,9,0.39,0.445,0.355,240,44804.035680000015,0,1
0.5,0.56,0.335,0.185,0.12,0.19,0.515,0.215,0.028,0.029,15,0.465,0.095,0.0505,240,58132.075982,0,0
0.505,0.57,0.775,0.82,0.745,0.69,0.94,0.974,0.9965,0.9995,0,0.535,0.745,0.9985,240,30603.93235099999,0,1
0.55,0.645,0.565,0.575,0.785,0.515,0.415,0.215,0.2095,0.9985,14,0.615,0.615,0.3945,240,33619.915484999976,0,1
0.48,0.565,0.49,0.365,0.515,0.735,0.84,0.765,0.78,0.9995,13,0.445,0.7,0.9715,240,48278.97288399995,0,1
0.49,0.645,0.655,0.63,0.235,0.325,0.06,0.0305,0.0055,0.0005,2,0.625,0.245,0.0005,240,85325.07282399994,0,0
0.525,0.37,0.245,0.145,0.055,0.035,0.0325,0.03,0.011,0.0005,3,0.475,0.05,0.0005,240,33951.502274,0,0
0.475,0.63,0.655,0.83,0.8,0.6,0.94,0.9895,0.996,0.9995,3,0.485,0.805,0.9985,240,43253.17372500001,0,1
0.47,0.41,0.555,0.335,0.305,0.13,0.13,0.115,0.04,0.0005,16,0.61,0.235,0.0305,240,37115.402235999994,0,0
0.42,0.455,0.45,0.265,0.18,0.055,0.08,0.0165,0.0025,0.0005,2,0.405,0.125,0.0005,240,45483.252140000004,0,0
0.445,0.68,0.85,0.845,0.905,0.945,0.982,0.9925,0.9995,0.9995,1,0.685,0.905,0.9995,240,36677.29740599999,0,1
0.53,0.435,0.265,0.215,0.11,0.15,0.285,0.355,0.265,0.0005,13,0.485,0.205,0.06,240,25815.657221000005,0,0
0.52,0.425,0.3,0.335,0.28,0.5,0.465,0.395,0.62,0.985,18,0.45,0.255,0.875,240,36083.97643499999,0,1
0.44,0.585,0.665,0.815,0.78,0.715,0.705,0.855,0.9855,0.9995,5,0.565,0.7,0.9985,240,25497.817454,0,1
0.5,0.515,0.475,0.28,0.205,0.22,0.355,0.44,0.785,0.9995,12,0.515,0.175,0.975,240,41484.70205999998,0,1
0.425,0.505,0.535,0.53,0.595,0.505,0.37,0.51,0.815,0.095,16,0.4,0.595,0.685,240,22532.448564,0,0
0.51,0.625,0.495,0.74,0.735,0.76,0.76,0.8,0.565,0.11,11,0.54,0.775,0.595,240,7888.142159000003,1,1
0.555,0.495,0.68,0.845,0.775,0.9,0.95,0.9825,0.954,0.9995,4,0.415,0.825,0.8115,240,9313.774859000005,1,1
0.5,0.705,0.88,0.94,0.97,0.9815,0.994,0.982,0.994,0.9995,2,0.61,0.98,0.999,240,5994.838551999999,1,1
0.51,0.32,0.575,0.39,0.28,0.425,0.475,0.78,0.555,0.355,33,0.49,0.325,0.67,240,4349.231526000001,1,1
0.51,0.325,0.35,0.405,0.435,0.585,0.48,0.3,0.06,0.0005,9,0.375,0.46,0.035,240,4720.061529999999,1,0
0.515,0.415,0.485,0.43,0.455,0.43,0.325,0.565,0.93,0.9995,14,0.53,0.375,0.9795,240,6559.161949999998,1,1
0.5,0.38,0.47,0.175,0.125,0.04,0.03,0.03,0.0185,0.0005,3,0.495,0.095,0.0025,240,8536.364412999998,1,0
0.495,0.545,0.5,0.375,0.17,0.125,0.095,0.045,0.37,0.0005,6,0.4,0.175,0.075,240,3982.8001780000004,1,0
0.5,0.715,0.58,0.425,0.61,0.52,0.47,0.435,0.245,0.005,25,0.555,0.47,0.235,240,2938.1307420000003,1,0
0.5,0.4,0.57,0.63,0.695,0.755,0.87,0.93,0.965,0.9995,2,0.52,0.81,0.9985,240,6316.428961,1,1
0.555,0.375,0.285,0.24,0.08,0.16,0.09,0.0235,0.0195,0.0005,1,0.38,0.115,0.011,240,9028.439480000005,1,0
0.5,0.375,0.545,0.475,0.48,0.745,0.52,0.105,0.015,0.0005,5,0.375,0.65,0.0015,240,15292.379267000002,1,0
0.5,0.655,0.61,0.59,0.585,0.7,0.9865,0.9965,0.997,0.9995,14,0.615,0.605,0.999,240,7331.417000000001,1,1
0.555,0.455,0.57,0.625,0.8,0.775,0.82,0.82,0.83,0.975,6,0.41,0.81,0.93,240,7351.997367000001,1,1
0.5,0.535,0.785,0.745,0.715,0.785,0.73,0.355,0.18,0.0005,11,0.525,0.635,0.0175,240,7330.093645000001,1,0
0.5,0.58,0.54,0.47,0.515,0.685,0.91,0.9685,0.961,0.9995,16,0.49,0.56,0.986,240,8076.324133,1,1
0.495,0.375,0.48,0.59,0.6,0.645,0.6,0.47,0.6,0.025,18,0.385,0.57,0.95,240,2601.5580020000007,1,0
0.525,0.565,0.805,0.895,0.905,0.825,0.935,0.97,0.9945,0.9995,2,0.465,0.905,0.998,240,7102.997371000002,1,1
0.5,0.615,0.665,0.7,0.805,0.785,0.785,0.765,0.66,0.995,0,0.665,0.81,0.89,240,4325.995947000001,1,1
0.49,0.325,0.29,0.29,0.23,0.025,0.0345,0.019,0.0025,0.0005,0,0.385,0.095,0.0005,240,11042.690030999998,1,0
0.5,0.57,0.485,0.55,0.55,0.43,0.535,0.685,0.89,0.9855,34,0.465,0.68,0.97,240,2453.342954,1,1
0.515,0.6,0.6,0.435,0.33,0.695,0.555,0.905,0.86,0.98,6,0.62,0.58,0.87,240,3739.808171999999,1,1
0.485,0.425,0.59,0.58,0.58,0.915,0.955,0.9535,0.985,0.9995,9,0.505,0.665,0.995,240,12062.651542,1,1
0.495,0.39,0.465,0.725,0.775,0.915,0.965,0.9935,0.996,0.9995,15,0.49,0.875,0.9995,240,10284.541376999998,1,1
0.51,0.56,0.53,0.565,0.565,0.595,0.71,0.825,0.915,0.995,4,0.555,0.535,0.885,240,2942.037808000001,1,1
0.515,0.375,0.32,0.29,0.215,0.155,0.085,0.03,0.006,0.0005,7,0.51,0.19,0.0015,240,7476.386125999999,1,0
0.515,0.52,0.625,0.595,0.725,0.465,0.145,0.025,0.0065,0.0005,9,0.51,0.53,0.0015,240,13207.993421000003,1,0
0.5,0.54,0.625,0.6,0.495,0.335,0.11,0.17,0.11,0.0005,7,0.515,0.435,0.0015,240,5023.00732,1,0
0.5,0.61,0.36,0.215,0.205,0.255,0.19,0.13,0.15,0.925,4,0.49,0.24,0.18,240,3930.791488000001,1,1
0.5,0.52,0.34,0.42,0.215,0.145,0.075,0.02,0.04,0.0005,5,0.615,0.165,0.0025,240,4904.524075999999,1,0
0.5,0.435,0.345,0.695,0.735,0.77,0.805,0.33,0.695,0.9995,12,0.565,0.87,0.94,240,5515.434345000002,1,1
0.515,0.485,0.575,0.555,0.41,0.69,0.79,0.82,0.988,0.9995,10,0.505,0.625,0.9985,240,4393.683626,1,1
0.5,0.63,0.59,0.65,0.245,0.17,0.045,0.0185,0.0185,0.0005,1,0.735,0.2,0.0015,240,8646.177342,1,0
0.485,0.52,0.43,0.4,0.255,0.12,0.06,0.0175,0.011,0.0005,8,0.465,0.13,0.006,240,8363.500626,1,0
0.5,0.375,0.5,0.625,0.755,0.515,0.515,0.205,0.62,0.995,18,0.56,0.665,0.905,240,2989.590857,1,1
0.505,0.555,0.675,0.585,0.365,0.19,0.585,0.665,0.93,0.9995,6,0.555,0.31,0.97,240,7524.410532999999,1,1
0.495,0.58,0.635,0.515,0.545,0.635,0.72,0.64,0.405,0.035,12,0.515,0.435,0.21,240,4781.223073000004,1,0
0.535,0.57,0.54,0.85,0.925,0.925,0.9815,0.994,0.9945,0.9995,2,0.555,0.925,0.9995,240,5480.049884000001,1,1
0.515,0.57,0.805,0.87,0.675,0.815,0.73,0.865,0.72,0.975,8,0.48,0.715,0.855,240,3466.3310480000005,1,1
0.54,0.625,0.74,0.565,0.625,0.55,0.44,0.515,0.64,0.04,23,0.59,0.665,0.45,240,6107.770888,1,0
0.44,0.255,0.295,0.165,0.0305,0.015,0.04,0.02,0.0205,0.0005,2,0.33,0.0305,0.0005,240,5763.482571999999,1,0
0.515,0.415,0.605,0.355,0.585,0.665,0.765,0.825,0.955,0.9995,10,0.625,0.66,0.994,240,4968.054940999999,1,1
0.565,0.355,0.305,0.45,0.5,0.295,0.065,0.465,0.555,0.9995,16,0.51,0.51,0.9395,240,10688.008810000001,1,1
0.565,0.71,0.785,0.76,0.48,0.335,0.115,0.02,0.006,0.0005,7,0.67,0.47,0.005,240,6908.1361000000015,1,0
0.5,0.6,0.5,0.475,0.415,0.205,0.2,0.1,0.115,0.9995,14,0.54,0.34,0.985,240,22428.669832999996,1,1
0.5,0.475,0.615,0.58,0.545,0.47,0.345,0.61,0.77,0.985,12,0.555,0.5,0.49,240,8465.261912000013,1,1
0.565,0.49,0.41,0.21,0.285,0.37,0.42,0.64,0.855,0.9995,6,0.435,0.315,0.9515,240,3497.110833,1,1
0.44,0.6,0.64,0.41,0.625,0.29,0.215,0.165,0.055,0.005,8,0.57,0.57,0.055,240,4316.990254000001,1,0
0.5,0.375,0.475,0.715,0.665,0.88,0.915,0.87,0.765,0.9995,6,0.505,0.785,0.849,240,3052.7859540000027,1,1
0.5,0.735,0.775,0.775,0.84,0.795,0.78,0.735,0.95,0.9995,2,0.615,0.765,0.95,240,3516.6328870000007,1,1
0.5,0.445,0.3,0.37,0.465,0.41,0.425,0.615,0.675,0.125,23,0.43,0.48,0.67,240,3611.307687000001,1,0
0.5,0.565,0.62,0.53,0.565,0.47,0.705,0.645,0.84,0.9955,26,0.535,0.535,0.965,240,2350.2712490000004,1,1
0.5,0.52,0.51,0.17,0.08,0.04,0.05,0.0235,0.02,0.0005,11,0.595,0.045,0.006,240,5093.618689999999,1,0
0.5,0.405,0.275,0.365,0.385,0.235,0.085,0.0035,0.0055,0.0005,3,0.415,0.265,0.0045,240,2750.828282999999,1,0
0.5,0.58,0.525,0.625,0.72,0.82,0.73,0.625,0.83,0.935,8,0.465,0.76,0.495,240,5524.243077,1,1
0.545,0.575,0.47,0.255,0.09,0.045,0.016,0.016,0.006,0.0005,9,0.495,0.035,0.005,240,5958.859912000001,1,0
0.525,0.265,0.255,0.18,0.175,0.255,0.095,0.295,0.11,0.0005,1,0.355,0.155,0.07,240,5674.588376000003,1,0
0.51,0.42,0.315,0.295,0.045,0.04,0.035,0.035,0.2095,0.0005,7,0.485,0.0205,0.02,240,2161.5944369999997,1,0
0.5,0.66,0.475,0.54,0.74,0.825,0.83,0.91,0.66,0.45,11,0.705,0.775,0.705,240,3077.9755359999995,1,0
0.5,0.485,0.62,0.61,0.615,0.58,0.905,0.9865,0.9975,0.9995,16,0.515,0.395,0.999,240,4404.396782,1,1
0.51,0.49,0.52,0.435,0.225,0.415,0.265,0.295,0.045,0.0005,5,0.575,0.235,0.006,240,8240.719626000002,1,0
0.56,0.78,0.865,0.855,0.95,0.989,0.989,0.9925,0.996,0.9995,2,0.655,0.985,0.9995,240,9687.201888999998,1,1
0.565,0.7,0.785,0.875,0.905,0.95,0.984,0.989,0.9885,0.9995,0,0.665,0.915,0.9985,240,3927.0213439999998,1,1
0.44,0.4,0.24,0.205,0.085,0.0495,0.0305,0.0375,0.0015,0.0005,2,0.555,0.04,0.0005,240,15898.900055999999,1,0
0.39,0.665,0.895,0.93,0.965,0.926,0.869,0.685,0.7175,0.645,7,0.55,0.9455,0.9915,240,3115.445608,1,1
0.57,0.47,0.585,0.46,0.295,0.475,0.63,0.46,0.225,0.04,17,0.455,0.3,0.33,240,2460.26634,1,0
0.55,0.64,0.515,0.77,0.9,0.905,0.96,0.9785,0.9945,0.9995,2,0.56,0.9,0.9955,240,16083.827616000002,1,1
0.565,0.555,0.525,0.49,0.395,0.245,0.195,0.045,0.011,0.0005,7,0.545,0.21,0.02,240,11159.938986999998,1,0
0.565,0.29,0.3,0.09,0.35,0.385,0.14,0.06,0.0225,0.0005,1,0.39,0.35,0.0225,240,3310.481535000001,1,0
0.565,0.575,0.625,0.56,0.67,0.62,0.4,0.075,0.045,0.0005,7,0.485,0.635,0.0125,240,8107.7478869999995,1,0
0.5,0.63,0.47,0.37,0.76,0.805,0.79,0.675,0.86,0.9995,4,0.635,0.675,0.963,240,3853.495833000001,1,1
0.57,0.52,0.4,0.37,0.325,0.225,0.06,0.126,0.4245,0.049,3,0.375,0.175,0.073,240,12967.234307,1,0
0.5,0.56,0.55,0.695,0.67,0.81,0.575,0.575,0.8,0.9735,12,0.435,0.745,0.965,240,7560.749357000002,1,1
0.5,0.515,0.605,0.61,0.665,0.8,0.84,0.505,0.445,0.375,17,0.48,0.72,0.485,240,4034.9216030000002,1,1
0.495,0.395,0.58,0.58,0.755,0.92,0.895,0.84,0.984,0.9995,15,0.52,0.895,0.995,240,14758.67046,1,1
0.5,0.555,0.535,0.705,0.81,0.815,0.81,0.97,0.984,0.9995,4,0.51,0.715,0.9985,240,6072.385444,1,1
0.5,0.66,0.625,0.645,0.525,0.395,0.345,0.33,0.07,0.0005,7,0.565,0.555,0.0195,240,4854.26552,1,0
0.5,0.52,0.57,0.355,0.57,0.54,0.61,0.685,0.67,0.23,49,0.49,0.535,0.885,240,8868.513324999998,1,0
0.5,0.675,0.58,0.86,0.93,0.93,0.97,0.978,0.9855,0.9995,4,0.615,0.89,0.9745,240,2955.802864,1,1
0.5,0.625,0.625,0.6,0.42,0.475,0.165,0.075,0.1805,0.954,12,0.55,0.46,0.695,240,3500.3476999999993,1,1
0.5,0.61,0.61,0.435,0.51,0.34,0.415,0.38,0.47,0.7,24,0.605,0.515,0.465,240,11417.378435999999,1,0
0.5,0.625,0.5,0.505,0.545,0.585,0.62,0.38,0.73,0.155,29,0.795,0.495,0.34,240,7067.416145999999,1,0
0.5,0.47,0.445,0.695,0.905,0.93,0.985,0.979,0.9955,0.9995,8,0.46,0.805,0.9985,240,3782.7999170000003,1,1
0.475,0.375,0.265,0.175,0.1,0.14,0.27,0.1,0.0235,0.0355,2,0.405,0.095,0.0225,240,8380.852447999996,1,0
0.5,0.505,0.655,0.715,0.63,0.565,0.835,0.89,0.9745,0.9995,4,0.5,0.58,0.9975,240,13967.270579999999,1,1
0.5,0.59,0.515,0.595,0.685,0.395,0.31,0.135,0.1295,0.8545,6,0.62,0.48,0.5485,240,14201.595338,1,1
0.5,0.57,0.48,0.385,0.415,0.635,0.73,0.345,0.375,0.025,27,0.41,0.665,0.365,240,13786.493595000002,1,1
0.475,0.59,0.58,0.455,0.145,0.205,0.025,0.0125,0.006,0.0005,4,0.615,0.185,0.0015,240,9607.135881999999,1,0
0.515,0.34,0.275,0.225,0.08,0.055,0.035,0.05,0.0165,0.0005,3,0.465,0.095,0.011,240,5881.835156000002,1,0
0.445,0.615,0.635,0.735,0.76,0.515,0.835,0.965,0.994,0.9995,7,0.48,0.765,0.9995,240,8851.834104,1,1
0.52,0.535,0.51,0.395,0.295,0.135,0.15,0.075,0.0205,0.0005,13,0.565,0.26,0.0085,240,12627.940869000002,1,0
0.5,0.495,0.495,0.225,0.11,0.0105,0.0165,0.004,0.0015,0.0005,11,0.485,0.045,0.0015,240,18547.839874999998,1,0
0.5,0.645,0.85,0.93,0.975,0.975,0.9885,0.996,0.9985,0.9995,2,0.61,0.9715,0.9995,240,9609.613592,1,1
0.5,0.465,0.225,0.22,0.105,0.08,0.175,0.155,0.18,0.0005,3,0.57,0.115,0.115,240,6356.69194,1,0
0.53,0.435,0.25,0.225,0.12,0.17,0.155,0.085,0.05,0.0005,5,0.495,0.095,0.04,240,9193.454411,1,0
0.475,0.605,0.675,0.77,0.715,0.74,0.485,0.455,0.765,0.915,15,0.515,0.715,0.95,240,5329.715871000003,1,1
0.475,0.525,0.415,0.2,0.2,0.16,0.335,0.305,0.325,0.06,8,0.525,0.185,0.63,240,18216.399163000002,1,0
0.505,0.5,0.48,0.415,0.42,0.395,0.135,0.21,0.53,0.055,21,0.45,0.42,0.37,240,6539.036465,1,0
0.47,0.6,0.52,0.725,0.685,0.575,0.435,0.385,0.135,0.0005,8,0.55,0.695,0.006,240,4713.68586,2,0
0.5,0.49,0.565,0.775,0.715,0.865,0.845,0.98,0.979,0.9995,4,0.385,0.79,0.978,240,7177.278236999999,2,1
0.485,0.685,0.84,0.915,0.945,0.9845,0.9895,0.994,0.9975,0.9995,5,0.54,0.965,0.9985,240,4129.494362,2,1
