price_t0,price_t1,price_t2,price_t3,price_t4,price_t5,price_t6,price_t7,price_t8,price_t9,crossings_05,price_early,price_mid,price_late,duration_minutes,volume,coin,label
0.5,0.55,0.55,0.525,0.525,0.54,0.54,0.515,0.51,0.545,0,0.505,0.52,0.505,60,73996.78342199993,0,1
0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.495,0.545,4,0.505,0.505,0.475,60,27600.298195999967,0,1
0.505,0.505,0.505,0.505,0.505,0.505,0.52,0.505,0.505,0.505,0,0.505,0.505,0.505,60,45148.41190199998,0,0
0.505,0.505,0.505,0.505,0.51,0.51,0.505,0.505,0.505,0.545,2,0.505,0.51,0.495,60,65138.74816900009,0,0
0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0,0.505,0.505,0.505,60,48005.07282700001,0,0
0.5,0.485,0.485,0.48,0.48,0.48,0.475,0.475,0.475,0.455,1,0.485,0.485,0.465,60,57751.47035499999,0,1
0.5,0.495,0.495,0.495,0.495,0.495,0.495,0.485,0.485,0.455,1,0.495,0.495,0.465,60,72737.75880599995,0,1
0.495,0.505,0.545,0.54,0.54,0.54,0.54,0.525,0.525,0.545,1,0.505,0.54,0.535,60,57970.59253500006,0,1
0.515,0.52,0.52,0.515,0.515,0.515,0.515,0.51,0.505,0.505,0,0.52,0.515,0.505,60,8276.044502999997,1,0
0.515,0.52,0.52,0.525,0.525,0.525,0.515,0.515,0.525,0.525,0,0.52,0.525,0.525,60,5106.748644999999,1,1
0.49,0.51,0.51,0.52,0.52,0.52,0.52,0.53,0.535,0.545,1,0.505,0.52,0.535,60,10753.555318999997,1,1
0.49,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.535,1,0.485,0.485,0.48,60,7046.509469,1,0
0.495,0.485,0.485,0.485,0.485,0.485,0.485,0.465,0.465,0.465,0,0.485,0.485,0.465,60,8537.58365,1,0
0.5,0.51,0.51,0.505,0.51,0.51,0.51,0.51,0.515,0.515,0,0.51,0.51,0.515,60,2558.6109429999997,1,0
0.505,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.535,2,0.485,0.485,0.485,60,10500.120402999999,1,0
0.505,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.475,0.47,1,0.485,0.485,0.47,60,9841.902221999999,1,1
0.49,0.485,0.485,0.485,0.485,0.485,0.485,0.475,0.47,0.465,0,0.485,0.485,0.47,60,6382.477700000003,1,1
0.505,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.525,0,0.52,0.52,0.52,60,4969.021237999999,1,1
0.5,0.51,0.51,0.51,0.505,0.51,0.51,0.51,0.51,0.48,3,0.51,0.51,0.505,60,6802.402623,1,0
0.495,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.485,0.455,0,0.485,0.49,0.47,60,7130.631483000019,1,1
0.5,0.52,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.465,3,0.515,0.51,0.505,60,12926.377282999996,1,1
0.505,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.5,2,0.485,0.485,0.48,60,9221.403019000001,1,1
0.5,0.495,0.495,0.495,0.495,0.495,0.495,0.525,0.52,0.555,2,0.495,0.495,0.555,60,16569.372945000003,1,1
0.49,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.525,0.475,2,0.485,0.485,0.49,60,19048.350442999992,1,0
0.505,0.48,0.485,0.485,0.485,0.485,0.485,0.505,0.5,0.505,4,0.485,0.485,0.52,60,4038.1566369999996,1,0
0.52,0.52,0.52,0.52,0.52,0.475,0.475,0.475,0.475,0.47,1,0.52,0.52,0.47,60,6356.286370000005,1,1
0.515,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,1,0.495,0.495,0.495,60,8982.616818000002,1,0
0.49,0.515,0.515,0.52,0.52,0.525,0.525,0.525,0.545,0.535,1,0.515,0.525,0.525,60,7650.552937999998,1,0
0.515,0.52,0.52,0.525,0.525,0.525,0.525,0.52,0.505,0.48,1,0.52,0.525,0.505,60,7971.927697000001,1,0
0.52,0.52,0.52,0.525,0.525,0.525,0.525,0.525,0.515,0.51,0,0.52,0.525,0.51,60,12896.889625999998,1,1
0.515,0.52,0.52,0.52,0.52,0.52,0.52,0.505,0.505,0.5,2,0.52,0.52,0.5,60,4040.800013000001,1,1
0.51,0.515,0.52,0.52,0.52,0.52,0.51,0.52,0.52,0.54,0,0.515,0.52,0.52,60,4939.517615999997,1,1
0.5,0.505,0.505,0.505,0.505,0.505,0.525,0.525,0.535,0.52,0,0.505,0.505,0.51,60,8913.077684,1,0
0.5,0.515,0.515,0.505,0.505,0.505,0.505,0.505,0.505,0.535,4,0.51,0.485,0.5,60,22496.226906999986,1,0
0.505,0.52,0.52,0.485,0.485,0.485,0.485,0.485,0.485,0.48,1,0.52,0.485,0.48,60,6778.048771000001,1,1
0.52,0.52,0.52,0.52,0.52,0.52,0.51,0.49,0.465,0.465,1,0.52,0.52,0.465,60,13914.896929999997,1,0
0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.475,0.465,8,0.5,0.5,0.47,60,23730.494336999996,1,1
0.515,0.52,0.52,0.52,0.52,0.52,0.515,0.51,0.535,0.5,0,0.52,0.52,0.515,60,8121.8677050000115,1,1
0.495,0.485,0.49,0.49,0.49,0.49,0.49,0.49,0.485,0.495,2,0.485,0.49,0.49,60,6398.857853000004,1,0
0.515,0.52,0.52,0.525,0.525,0.525,0.525,0.525,0.505,0.485,1,0.52,0.525,0.505,60,8974.751735,1,0
0.515,0.52,0.52,0.51,0.51,0.51,0.51,0.51,0.51,0.535,0,0.52,0.51,0.51,60,10836.191512,1,1
0.515,0.52,0.52,0.52,0.52,0.52,0.52,0.53,0.535,0.535,0,0.52,0.52,0.535,60,11980.644070000008,1,0
0.505,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.515,0.535,0,0.51,0.51,0.515,60,10263.847226,1,0
0.48,0.505,0.505,0.505,0.505,0.485,0.495,0.495,0.495,0.505,3,0.505,0.485,0.485,60,7573.285853000003,1,0
0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.535,0.48,2,0.485,0.485,0.51,60,33786.33545800002,1,0
0.5,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.465,1,0.485,0.485,0.48,60,17491.639130999996,1,1
0.505,0.52,0.505,0.505,0.48,0.485,0.485,0.485,0.485,0.465,1,0.52,0.48,0.48,60,16464.800963999987,1,0
0.52,0.52,0.51,0.515,0.515,0.525,0.525,0.515,0.535,0.505,0,0.52,0.525,0.525,60,7818.5537749999985,1,0
0.505,0.485,0.485,0.485,0.485,0.485,0.485,0.475,0.475,0.465,1,0.485,0.485,0.47,60,7351.457851999996,1,1
0.52,0.52,0.52,0.525,0.525,0.525,0.525,0.53,0.535,0.535,0,0.52,0.525,0.535,60,6243.608939999999,1,1
0.505,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.475,1,0.485,0.485,0.48,60,6645.654561000006,1,0
0.51,0.505,0.52,0.505,0.505,0.505,0.505,0.485,0.465,0.465,1,0.51,0.505,0.465,60,7276.876378000002,1,0
0.505,0.48,0.485,0.485,0.485,0.485,0.485,0.485,0.475,0.47,1,0.48,0.485,0.47,60,6501.793992000004,1,1
0.505,0.505,0.48,0.495,0.505,0.475,0.475,0.435,0.435,0.49,13,0.495,0.49,0.465,60,6958.217716999999,1,1
0.52,0.51,0.51,0.51,0.51,0.505,0.505,0.505,0.505,0.465,1,0.51,0.51,0.465,60,9064.025687,1,1
0.52,0.5,0.505,0.505,0.5,0.505,0.505,0.495,0.475,0.485,3,0.5,0.505,0.47,60,7833.268493000006,1,1
0.505,0.48,0.485,0.485,0.485,0.5,0.495,0.495,0.475,0.465,9,0.485,0.505,0.465,60,10668.263016999994,1,1
0.505,0.485,0.485,0.485,0.485,0.485,0.485,0.475,0.465,0.48,1,0.485,0.485,0.48,60,10363.588705999999,1,1
0.505,0.52,0.52,0.52,0.505,0.505,0.51,0.505,0.49,0.465,1,0.52,0.505,0.48,60,6573.426606000002,1,1
0.52,0.52,0.52,0.525,0.525,0.52,0.52,0.515,0.535,0.535,0,0.52,0.525,0.535,60,11669.574810999999,1,0
0.505,0.52,0.52,0.52,0.52,0.52,0.52,0.53,0.53,0.535,0,0.52,0.52,0.535,60,12966.976778999997,1,1
0.505,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.475,0.475,1,0.485,0.485,0.475,60,12313.955998000007,1,0
0.505,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0,0.535,0.535,0.535,60,12439.134467999997,1,1
0.505,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.505,0,0.535,0.535,0.505,60,10465.493662000004,1,0
0.485,0.485,0.485,0.48,0.48,0.48,0.48,0.495,0.495,0.495,0,0.485,0.48,0.495,60,9790.957324999998,1,0
0.51,0.515,0.515,0.515,0.515,0.515,0.52,0.515,0.515,0.465,1,0.515,0.52,0.465,60,5866.970350000009,1,0
0.5,0.49,0.475,0.485,0.485,0.5,0.49,0.48,0.475,0.465,7,0.49,0.5,0.465,60,5665.152464,1,0
0.505,0.485,0.485,0.485,0.485,0.485,0.485,0.495,0.495,0.475,1,0.48,0.485,0.48,60,7295.138870999998,1,1
0.505,0.52,0.52,0.52,0.52,0.52,0.52,0.51,0.525,0.505,0,0.52,0.52,0.51,60,10080.962435000018,1,0
0.525,0.52,0.52,0.515,0.525,0.515,0.525,0.485,0.485,0.445,1,0.52,0.525,0.465,60,12589.226970999996,1,0
0.5,0.48,0.48,0.48,0.48,0.48,0.48,0.495,0.475,0.465,1,0.48,0.48,0.475,60,13386.423256999997,1,1
0.5,0.48,0.48,0.48,0.48,0.48,0.48,0.495,0.485,0.465,3,0.48,0.48,0.48,60,4720.351194999998,1,1
0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.495,0.485,0.495,0,0.48,0.48,0.495,60,15305.684082000003,1,1
0.5,0.49,0.49,0.49,0.49,0.49,0.49,0.495,0.495,0.495,3,0.49,0.49,0.495,60,5101.101814999995,1,0
0.5,0.48,0.48,0.48,0.48,0.48,0.49,0.495,0.505,0.535,2,0.48,0.48,0.535,60,6028.912799,1,0
0.5,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.495,1,0.49,0.49,0.49,60,16413.552112999994,1,0
0.53,0.525,0.525,0.525,0.525,0.525,0.525,0.52,0.515,0.535,0,0.525,0.525,0.535,60,7478.086170000001,1,1
0.505,0.51,0.51,0.515,0.515,0.515,0.515,0.515,0.515,0.535,0,0.51,0.515,0.535,60,13246.181282000003,1,1
0.5,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.515,0.535,0,0.51,0.51,0.535,60,24690.819001000007,1,0
0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.515,0,0.505,0.505,0.505,60,12530.320158000004,1,0
0.5,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.485,0.495,1,0.49,0.49,0.49,60,14002.371387000007,1,0
0.5,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.515,0.535,0,0.51,0.51,0.535,60,7123.436983999997,1,1
0.5,0.51,0.51,0.52,0.52,0.52,0.51,0.53,0.535,0.535,0,0.51,0.52,0.535,60,10499.818497000002,1,1
0.49,0.49,0.485,0.49,0.49,0.49,0.49,0.49,0.485,0.48,0,0.49,0.49,0.48,60,16097.455201000002,1,0
0.52,0.525,0.525,0.525,0.525,0.505,0.51,0.49,0.5,0.495,3,0.525,0.515,0.495,60,8140.786292,1,1
0.5,0.51,0.525,0.515,0.515,0.515,0.515,0.505,0.515,0.51,0,0.51,0.515,0.515,60,6361.225235000002,1,0
0.5,0.51,0.51,0.51,0.505,0.505,0.51,0.505,0.505,0.525,0,0.51,0.505,0.51,60,11870.781516999998,1,0
0.505,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.535,0,0.52,0.51,0.535,60,8300.996014999997,1,1
0.5,0.49,0.49,0.49,0.49,0.49,0.49,0.495,0.49,0.48,1,0.49,0.49,0.49,60,7236.454100000002,1,0
0.505,0.505,0.51,0.515,0.515,0.515,0.515,0.515,0.515,0.51,0,0.505,0.515,0.51,60,7151.448248000001,1,0
0.495,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.48,0.465,8,0.495,0.5,0.48,60,6573.291384000004,1,0
0.5,0.485,0.49,0.49,0.49,0.49,0.49,0.51,0.51,0.505,2,0.48,0.49,0.51,60,10674.408266,1,1
0.505,0.49,0.49,0.49,0.49,0.49,0.49,0.495,0.505,0.485,3,0.49,0.49,0.495,60,9876.057204,1,1
0.475,0.49,0.49,0.485,0.485,0.485,0.485,0.485,0.485,0.495,0,0.49,0.485,0.49,60,15342.156659999988,1,1
0.5,0.48,0.48,0.47,0.47,0.47,0.47,0.495,0.495,0.495,1,0.48,0.47,0.495,60,6118.327110999999,1,0
0.5,0.51,0.505,0.51,0.51,0.51,0.51,0.51,0.515,0.535,0,0.51,0.51,0.535,60,8598.564646000006,1,0
0.495,0.49,0.49,0.49,0.49,0.49,0.49,0.495,0.505,0.535,1,0.49,0.49,0.535,60,6776.576695,1,1
0.5,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,1,0.495,0.495,0.495,60,9274.824023000005,1,1
0.5,0.49,0.49,0.495,0.505,0.515,0.515,0.515,0.485,0.485,3,0.49,0.515,0.485,60,11527.023891999996,1,0
0.48,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.495,0.475,2,0.505,0.505,0.465,60,18362.04684299999,1,1
0.475,0.48,0.49,0.49,0.49,0.49,0.49,0.495,0.495,0.515,1,0.48,0.49,0.505,60,5194.748834000002,1,1
0.5,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.465,1,0.49,0.49,0.465,60,5170.890172999999,1,0
0.5,0.51,0.51,0.51,0.51,0.51,0.51,0.505,0.515,0.505,0,0.51,0.51,0.51,60,3456.6322439999994,1,1
0.5,0.5,0.5,0.5,0.5,0.495,0.495,0.495,0.495,0.49,11,0.5,0.5,0.495,60,7773.629511000004,1,0
0.52,0.505,0.505,0.505,0.505,0.505,0.505,0.515,0.51,0.485,1,0.505,0.505,0.5,60,7351.750429,1,0
0.515,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.535,0,0.505,0.505,0.535,60,8832.139702999999,1,1
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.505,0.515,0,0.5,0.5,0.505,60,9651.971198999998,1,0
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.505,0.505,0.505,0,0.5,0.5,0.505,60,9216.439116999994,1,0
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.495,0.495,0.465,3,0.5,0.5,0.465,60,12442.502401000009,1,0
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.495,0.5,0.5,2,0.5,0.5,0.5,60,8239.808311000003,1,1
0.5,0.5,0.5,0.495,0.49,0.51,0.505,0.51,0.475,0.475,3,0.5,0.49,0.475,60,15168.634203000007,1,0
0.48,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.48,0,0.495,0.495,0.495,60,24503.61145200001,1,1
0.5,0.5,0.5,0.505,0.505,0.505,0.505,0.505,0.505,0.535,0,0.5,0.505,0.535,60,10181.177433000003,1,1
0.5,0.5,0.5,0.5,0.5,0.495,0.495,0.48,0.475,0.465,5,0.495,0.495,0.465,60,10239.989052000004,1,1
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.495,0.465,3,0.5,0.5,0.48,60,7596.922174999997,1,1
0.5,0.495,0.5,0.5,0.5,0.5,0.5,0.495,0.495,0.49,9,0.5,0.5,0.495,60,10182.700044999994,1,1
0.5,0.5,0.5,0.495,0.5,0.495,0.5,0.495,0.495,0.49,9,0.5,0.495,0.495,60,8286.682473,1,0
0.51,0.505,0.505,0.5,0.5,0.5,0.5,0.505,0.505,0.51,0,0.505,0.5,0.505,60,10379.921301999999,1,1
0.51,0.505,0.505,0.505,0.505,0.505,0.51,0.505,0.505,0.485,1,0.505,0.505,0.505,60,8042.379471000002,1,0
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.505,0.505,0.495,1,0.5,0.5,0.5,60,11581.10219,1,0
0.5,0.505,0.505,0.505,0.505,0.505,0.505,0.525,0.535,0.535,0,0.5,0.505,0.535,60,8654.007633000001,1,1
0.5,0.5,0.505,0.505,0.505,0.505,0.505,0.495,0.505,0.535,2,0.5,0.505,0.535,60,12610.795449000001,1,0
0.5,0.5,0.505,0.505,0.505,0.505,0.505,0.5,0.505,0.485,3,0.495,0.505,0.505,60,19516.853147,1,0
0.515,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.495,1,0.505,0.505,0.505,60,8331.742677,1,0
0.48,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.535,1,0.495,0.495,0.5,60,7676.025384999993,1,1
0.48,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0,0.495,0.495,0.495,60,7983.851750000001,1,0
0.485,0.495,0.495,0.495,0.495,0.5,0.5,0.495,0.495,0.515,5,0.495,0.495,0.505,60,7173.1085969999995,1,1
0.5,0.5,0.5,0.5,0.495,0.495,0.5,0.495,0.495,0.475,9,0.5,0.5,0.5,60,17118.277892999984,1,0
0.515,0.505,0.505,0.5,0.5,0.5,0.5,0.505,0.5,0.505,0,0.505,0.5,0.5,60,8644.917505000005,1,1
0.5,0.5,0.5,0.505,0.505,0.505,0.505,0.5,0.505,0.52,0,0.5,0.505,0.51,60,8850.400606999998,1,1
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.495,0.495,3,0.5,0.5,0.5,60,11129.606975,1,0
0.485,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.5,0.485,2,0.495,0.495,0.495,60,8035.152468999996,1,0
0.485,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0,0.495,0.495,0.495,60,7178.752749000002,1,1
0.5,0.5,0.5,0.5,0.5,0.495,0.495,0.495,0.495,0.465,3,0.5,0.5,0.49,60,9984.603105,1,0
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.495,0.465,1,0.5,0.5,0.495,60,11291.143859999998,1,1
0.51,0.505,0.505,0.5,0.5,0.5,0.5,0.5,0.495,0.485,1,0.505,0.5,0.495,60,7092.498678,1,1
0.495,0.5,0.5,0.5,0.5,0.495,0.5,0.5,0.495,0.495,4,0.5,0.5,0.495,60,6178.0027809999965,1,0
0.5,0.495,0.495,0.495,0.495,0.495,0.5,0.5,0.495,0.485,5,0.5,0.495,0.5,60,8031.515826999998,1,0
0.485,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.465,0,0.495,0.495,0.495,60,7938.857595000001,1,0
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.495,0.495,1,0.5,0.5,0.495,60,4032.0804490000005,1,1
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.495,0.495,1,0.5,0.5,0.495,60,6783.461879,1,1
0.48,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.48,0,0.485,0.485,0.485,60,9090.575949,1,1
0.495,0.495,0.495,0.495,0.49,0.49,0.49,0.495,0.495,0.535,1,0.495,0.49,0.535,60,9830.210839000003,1,1
0.5,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,1,0.485,0.485,0.485,60,12306.671823999994,1,0
0.485,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0,0.495,0.495,0.495,60,12843.574259,1,1
0.485,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.525,1,0.495,0.495,0.495,60,8519.853800999997,1,1
0.5,0.5,0.5,0.495,0.5,0.5,0.495,0.495,0.495,0.505,4,0.5,0.5,0.495,60,5490.769297999997,1,1
0.515,0.505,0.505,0.52,0.52,0.525,0.525,0.525,0.525,0.535,0,0.505,0.525,0.535,60,15942.178790000013,1,0
0.5,0.5,0.5,0.5,0.5,0.52,0.525,0.53,0.53,0.535,0,0.5,0.5,0.535,60,15757.328053,1,0
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.495,0.525,2,0.5,0.5,0.495,60,10341.912769999994,1,0
0.5,0.505,0.51,0.51,0.51,0.51,0.51,0.525,0.525,0.535,0,0.51,0.51,0.535,60,6597.431113999995,1,0
0.505,0.505,0.505,0.515,0.515,0.515,0.515,0.515,0.525,0.535,0,0.505,0.515,0.535,60,8116.499821,1,0
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.505,0.505,0.505,0,0.5,0.5,0.505,60,6078.8133689999995,1,0
0.5,0.5,0.5,0.5,0.5,0.495,0.495,0.495,0.495,0.48,3,0.5,0.5,0.495,60,8904.53482699999,1,0
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.495,0.495,3,0.5,0.5,0.495,60,7922.031810000002,1,1
0.5,0.495,0.495,0.495,0.495,0.495,0.495,0.5,0.505,0.535,2,0.5,0.495,0.535,60,52343.07282000001,1,0
0.505,0.505,0.505,0.505,0.505,0.505,0.515,0.515,0.515,0.525,0,0.505,0.505,0.515,60,17251.581204000006,1,0
0.505,0.5,0.5,0.5,0.5,0.5,0.5,0.505,0.505,0.465,1,0.5,0.5,0.465,60,10118.657049000003,1,0
0.5,0.5,0.5,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0,0.5,0.535,0.535,60,11018.733506000002,1,1
0.51,0.52,0.52,0.52,0.52,0.52,0.52,0.515,0.505,0.535,0,0.52,0.52,0.535,60,11242.668627999992,1,1
0.51,0.515,0.515,0.515,0.505,0.505,0.52,0.525,0.535,0.535,0,0.515,0.505,0.535,60,15803.572769,1,1
0.51,0.495,0.495,0.495,0.485,0.49,0.485,0.495,0.525,0.535,2,0.495,0.485,0.535,60,11905.54355300001,1,0
0.51,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.515,0.51,0,0.505,0.505,0.51,60,9945.173511000005,1,0
0.5,0.485,0.485,0.485,0.485,0.485,0.485,0.475,0.475,0.465,1,0.485,0.485,0.495,60,13278.372854,1,0
0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.475,0.465,0,0.485,0.485,0.475,60,13894.068610999997,1,1
0.5,0.515,0.515,0.51,0.51,0.51,0.51,0.475,0.5,0.465,7,0.515,0.51,0.5,60,9121.423098999998,1,1
0.5,0.485,0.485,0.485,0.485,0.485,0.485,0.495,0.485,0.51,2,0.485,0.485,0.51,60,10001.028611,1,1
0.515,0.515,0.515,0.515,0.515,0.515,0.515,0.52,0.52,0.525,0,0.51,0.515,0.52,60,12725.470583000011,1,1
0.5,0.515,0.515,0.505,0.51,0.515,0.515,0.515,0.515,0.505,0,0.515,0.51,0.505,60,11059.57189,1,0
0.5,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.475,0.485,1,0.485,0.485,0.49,60,8944.842896999988,1,0
0.5,0.485,0.485,0.485,0.485,0.485,0.49,0.47,0.465,0.465,1,0.485,0.485,0.465,60,8217.710399,1,0
0.505,0.515,0.515,0.515,0.515,0.52,0.52,0.52,0.525,0.56,0,0.515,0.52,0.525,60,9929.886004999995,1,1
0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.505,0.51,0.525,3,0.48,0.48,0.49,60,7147.116624999999,1,1
0.51,0.52,0.52,0.525,0.525,0.525,0.525,0.505,0.49,0.485,3,0.52,0.525,0.485,60,6416.130212000002,1,0
0.51,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.485,0.495,1,0.49,0.49,0.495,60,8617.581816000004,1,1
0.5,0.515,0.515,0.515,0.52,0.52,0.52,0.515,0.535,0.535,0,0.515,0.52,0.52,60,11652.249499000007,1,0
0.5,0.515,0.515,0.515,0.515,0.515,0.515,0.53,0.525,0.535,0,0.515,0.515,0.535,60,16332.361071999998,1,1
0.495,0.485,0.485,0.485,0.485,0.485,0.495,0.515,0.535,0.535,1,0.485,0.485,0.535,60,16346.909153999999,1,0
0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.485,0.465,0.465,1,0.505,0.505,0.465,60,9109.807621,1,0
0.5,0.51,0.51,0.51,0.51,0.51,0.51,0.505,0.485,0.485,5,0.51,0.51,0.505,60,9203.317624,1,0
0.5,0.485,0.485,0.485,0.485,0.485,0.5,0.475,0.47,0.465,3,0.485,0.485,0.465,60,9444.150006999998,1,1
0.505,0.505,0.505,0.505,0.51,0.51,0.51,0.505,0.465,0.465,3,0.505,0.51,0.505,60,8099.792944,1,0
0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.475,0.465,0.45,0,0.485,0.485,0.465,60,12803.883215999998,1,1
0.485,0.515,0.515,0.515,0.515,0.515,0.515,0.51,0.535,0.535,1,0.515,0.515,0.535,60,8563.921685000001,1,1
0.505,0.515,0.515,0.515,0.52,0.52,0.52,0.515,0.535,0.535,0,0.515,0.52,0.535,60,10461.848487999996,1,0
0.5,0.495,0.495,0.495,0.48,0.48,0.48,0.495,0.495,0.535,2,0.495,0.48,0.535,60,11924.752632000014,1,0
0.51,0.515,0.515,0.515,0.515,0.515,0.52,0.505,0.515,0.535,0,0.515,0.515,0.535,60,8993.552118999998,1,1
0.51,0.485,0.485,0.485,0.515,0.515,0.51,0.52,0.52,0.535,2,0.485,0.515,0.52,60,13795.748199999996,1,1
0.515,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.555,0,0.525,0.525,0.535,60,9712.576210000003,1,1
0.515,0.515,0.515,0.515,0.515,0.515,0.515,0.53,0.535,0.565,0,0.515,0.515,0.535,60,13771.812166999987,1,0
0.51,0.52,0.52,0.525,0.52,0.52,0.52,0.535,0.535,0.525,0,0.515,0.52,0.535,60,10932.139482,1,0
0.495,0.49,0.49,0.49,0.49,0.49,0.495,0.495,0.495,0.495,0,0.49,0.49,0.495,60,5976.953825999999,1,0
0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.49,0.485,0.535,1,0.485,0.485,0.535,60,4182.928682000001,1,0
0.51,0.49,0.49,0.485,0.485,0.485,0.485,0.495,0.495,0.535,2,0.49,0.485,0.535,60,4332.716141999999,1,1
0.5,0.49,0.48,0.495,0.5,0.5,0.485,0.485,0.485,0.475,7,0.48,0.5,0.475,60,5712.245111999998,1,1
0.515,0.49,0.49,0.49,0.49,0.485,0.485,0.495,0.495,0.495,1,0.49,0.485,0.495,60,8226.629664000002,1,1
0.515,0.51,0.51,0.515,0.515,0.515,0.515,0.515,0.505,0.505,0,0.515,0.52,0.515,60,7256.758577000007,1,0
0.5,0.485,0.485,0.485,0.485,0.485,0.485,0.495,0.495,0.535,2,0.485,0.485,0.495,60,10855.797916000001,1,1
0.49,0.51,0.51,0.51,0.51,0.51,0.51,0.505,0.5,0.465,2,0.51,0.51,0.495,60,7136.662957999998,1,0
0.5,0.485,0.485,0.485,0.49,0.49,0.49,0.495,0.485,0.495,3,0.485,0.49,0.51,60,8974.638739000002,1,1
0.5,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.525,0.555,0,0.505,0.505,0.535,60,17753.901391000007,1,1
0.5,0.515,0.515,0.515,0.515,0.51,0.51,0.51,0.525,0.535,0,0.515,0.51,0.535,60,15215.969478,1,0
0.505,0.515,0.515,0.515,0.515,0.515,0.515,0.505,0.525,0.505,0,0.515,0.515,0.505,60,7157.085890999999,1,1
0.5,0.515,0.515,0.515,0.51,0.515,0.515,0.51,0.505,0.505,0,0.515,0.515,0.505,60,6802.559880999998,1,0
0.51,0.515,0.515,0.515,0.515,0.515,0.515,0.525,0.525,0.535,0,0.515,0.515,0.535,60,6454.431420000001,1,0
